;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 30/05/2016 11:15:18
;----------------------------------------------

;Address Opcode 	ASM
0x0139	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1623 :: 		
0x013A	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1624 :: 		
0x013B	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1625 :: 		
0x013C	0x0100      	CLRW
;__Lib_Math.c,1626 :: 		
0x013D	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1627 :: 		
0x013E	0x3001      	MOVLW      1
;__Lib_Math.c,1628 :: 		
0x013F	0x07A0      	ADDWF      ___math_tempb, 1
;__Lib_Math.c,1630 :: 		
UOK22LC:
;__Lib_Math.c,1631 :: 		
0x0140	0x0DF1      	RLF        R1, 1
;__Lib_Math.c,1633 :: 		
0x0141	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,1634 :: 		
0x0142	0x2914      	GOTO       LOOPU3232C
;__Lib_Math.c,1636 :: 		
0x0143	0x0D70      	RLF        R0, 0
;__Lib_Math.c,1637 :: 		
0x0144	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,1638 :: 		
0x0145	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,1639 :: 		
0x0146	0x0DFA      	RLF        R10, 1
;__Lib_Math.c,1640 :: 		
0x0147	0x0DFB      	RLF        R11, 1
;__Lib_Math.c,1641 :: 		
0x0148	0x0DA0      	RLF        ___math_tempb, 1
;__Lib_Math.c,1642 :: 		
0x0149	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1643 :: 		
0x014A	0x1C71      	BTFSS      R1, 0
;__Lib_Math.c,1644 :: 		
0x014B	0x295E      	GOTO       UADD22L24
;__Lib_Math.c,1646 :: 		
0x014C	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,1647 :: 		
0x014D	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1648 :: 		
0x014E	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1649 :: 		
0x014F	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1650 :: 		
0x0150	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,1651 :: 		
0x0151	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1652 :: 		
0x0152	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1653 :: 		
0x0153	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1654 :: 		
0x0154	0x02FA      	SUBWF      R10, 1
;__Lib_Math.c,1655 :: 		
0x0155	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1656 :: 		
0x0156	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1657 :: 		
0x0157	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1658 :: 		
0x0158	0x02FB      	SUBWF      R11, 1
;__Lib_Math.c,1659 :: 		
0x0159	0x0100      	CLRW
;__Lib_Math.c,1660 :: 		
0x015A	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1661 :: 		
0x015B	0x3001      	MOVLW      1
;__Lib_Math.c,1662 :: 		
0x015C	0x02A0      	SUBWF      ___math_tempb, 1
;__Lib_Math.c,1663 :: 		
0x015D	0x296F      	GOTO       UOK22L24
;__Lib_Math.c,1665 :: 		
UADD22L24:
;__Lib_Math.c,1666 :: 		
0x015E	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1667 :: 		
0x015F	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1668 :: 		
0x0160	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1669 :: 		
0x0161	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1670 :: 		
0x0162	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1671 :: 		
0x0163	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1672 :: 		
0x0164	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1673 :: 		
0x0165	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1674 :: 		
0x0166	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1675 :: 		
0x0167	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1676 :: 		
0x0168	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1677 :: 		
0x0169	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1678 :: 		
0x016A	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1679 :: 		
0x016B	0x0100      	CLRW
;__Lib_Math.c,1680 :: 		
0x016C	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1681 :: 		
0x016D	0x3001      	MOVLW      1
;__Lib_Math.c,1682 :: 		
0x016E	0x07A0      	ADDWF      ___math_tempb, 1
;__Lib_Math.c,1684 :: 		
UOK22L24:
;__Lib_Math.c,1685 :: 		
0x016F	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,1687 :: 		
0x0170	0x3007      	MOVLW      7
;__Lib_Math.c,1688 :: 		
0x0171	0x00FC      	MOVWF      R12
;__Lib_Math.c,1690 :: 		
LOOPU3232D:
;__Lib_Math.c,1691 :: 		
0x0172	0x0D70      	RLF        R0, 0
;__Lib_Math.c,1692 :: 		
0x0173	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,1693 :: 		
0x0174	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,1694 :: 		
0x0175	0x0DFA      	RLF        R10, 1
;__Lib_Math.c,1695 :: 		
0x0176	0x0DFB      	RLF        R11, 1
;__Lib_Math.c,1696 :: 		
0x0177	0x0DA0      	RLF        ___math_tempb, 1
;__Lib_Math.c,1697 :: 		
0x0178	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1698 :: 		
0x0179	0x1C70      	BTFSS      R0, 0
;__Lib_Math.c,1699 :: 		
0x017A	0x298D      	GOTO       UADD22LD
;__Lib_Math.c,1701 :: 		
0x017B	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,1702 :: 		
0x017C	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1703 :: 		
0x017D	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1704 :: 		
0x017E	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1705 :: 		
0x017F	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,1706 :: 		
0x0180	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1707 :: 		
0x0181	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1708 :: 		
0x0182	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1709 :: 		
0x0183	0x02FA      	SUBWF      R10, 1
;__Lib_Math.c,1710 :: 		
0x0184	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1711 :: 		
0x0185	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1712 :: 		
0x0186	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1713 :: 		
0x0187	0x02FB      	SUBWF      R11, 1
;__Lib_Math.c,1714 :: 		
0x0188	0x0100      	CLRW
;__Lib_Math.c,1715 :: 		
0x0189	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1716 :: 		
0x018A	0x3001      	MOVLW      1
;__Lib_Math.c,1717 :: 		
0x018B	0x02A0      	SUBWF      ___math_tempb, 1
;__Lib_Math.c,1718 :: 		
0x018C	0x299E      	GOTO       UOK22LD
;__Lib_Math.c,1720 :: 		
UADD22LD:
;__Lib_Math.c,1721 :: 		
0x018D	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1722 :: 		
0x018E	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1723 :: 		
0x018F	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1724 :: 		
0x0190	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1725 :: 		
0x0191	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1726 :: 		
0x0192	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1727 :: 		
0x0193	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1728 :: 		
0x0194	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1729 :: 		
0x0195	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1730 :: 		
0x0196	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1731 :: 		
0x0197	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1732 :: 		
0x0198	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1733 :: 		
0x0199	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1734 :: 		
0x019A	0x0100      	CLRW
;__Lib_Math.c,1735 :: 		
0x019B	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1736 :: 		
0x019C	0x3001      	MOVLW      1
;__Lib_Math.c,1737 :: 		
0x019D	0x07A0      	ADDWF      ___math_tempb, 1
;__Lib_Math.c,1739 :: 		
UOK22LD:
;__Lib_Math.c,1740 :: 		
0x019E	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,1742 :: 		
0x019F	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,1743 :: 		
0x01A0	0x2972      	GOTO       LOOPU3232D
;__Lib_Math.c,1745 :: 		
0x01A1	0x1870      	BTFSC      R0, 0
;__Lib_Math.c,1746 :: 		
0x01A2	0x29B1      	GOTO       UOK22L
;__Lib_Math.c,1747 :: 		
0x01A3	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1748 :: 		
0x01A4	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1749 :: 		
0x01A5	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1750 :: 		
0x01A6	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1751 :: 		
0x01A7	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1752 :: 		
0x01A8	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1753 :: 		
0x01A9	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1754 :: 		
0x01AA	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1755 :: 		
0x01AB	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1756 :: 		
0x01AC	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1757 :: 		
0x01AD	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1758 :: 		
0x01AE	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1759 :: 		
0x01AF	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1760 :: 		
0x01B0	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1762 :: 		
UOK22L:
;__Lib_Math.c,1765 :: 		
L_end_Div_32x32_U:
0x01B1	0x0008      	RETURN
; end of _Div_32x32_U
_SETFOV32:
;__Lib_MathDouble.c,79 :: 		
;__Lib_MathDouble.c,86 :: 		
0x01B2	0x14FB      	BSF        R11, 1
;__Lib_MathDouble.c,87 :: 		
0x01B3	0x1FFB      	BTFSS      R11, 7
;__Lib_MathDouble.c,88 :: 		
0x01B4	0x29BC      	GOTO       SETFOV32EEE
;__Lib_MathDouble.c,89 :: 		
0x01B5	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,90 :: 		
0x01B6	0x00F3      	MOVWF      R3
;__Lib_MathDouble.c,91 :: 		
0x01B7	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,92 :: 		
0x01B8	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,93 :: 		
0x01B9	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,94 :: 		
0x01BA	0x0DFA      	RLF        R10, 1
;__Lib_MathDouble.c,95 :: 		
0x01BB	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,96 :: 		
SETFOV32EEE:
;__Lib_MathDouble.c,97 :: 		
0x01BC	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,99 :: 		
L_end_SETFOV32:
0x01BD	0x0008      	RETURN
; end of _SETFOV32
_Delay_1us:
;__Lib_Delays.c,7 :: 		void Delay_1us() {
;__Lib_Delays.c,8 :: 		Delay_us(1);
0x01BE	0x0000      	NOP
0x01BF	0x0000      	NOP
;__Lib_Delays.c,9 :: 		}
0x01C0	0x0008      	RETURN
; end of _Delay_1us
_Delay_5500us:
;__Lib_Delays.c,31 :: 		void Delay_5500us() {
;__Lib_Delays.c,32 :: 		Delay_us(5500);
0x01C1	0x300F      	MOVLW      15
0x01C2	0x1283      	BCF        STATUS, 5
0x01C3	0x1303      	BCF        STATUS, 6
0x01C4	0x00FC      	MOVWF      R12
0x01C5	0x3047      	MOVLW      71
0x01C6	0x00FD      	MOVWF      R13
L_Delay_5500us5:
0x01C7	0x0BFD      	DECFSZ     R13, 1
0x01C8	0x29C7      	GOTO       L_Delay_5500us5
0x01C9	0x0BFC      	DECFSZ     R12, 1
0x01CA	0x29C7      	GOTO       L_Delay_5500us5
0x01CB	0x0000      	NOP
0x01CC	0x0000      	NOP
;__Lib_Delays.c,33 :: 		}
0x01CD	0x0008      	RETURN
; end of _Delay_5500us
_Delay_50us:
;__Lib_Delays.c,19 :: 		void Delay_50us() {
;__Lib_Delays.c,20 :: 		Delay_us(50);
0x01CE	0x3021      	MOVLW      33
0x01CF	0x1283      	BCF        STATUS, 5
0x01D0	0x1303      	BCF        STATUS, 6
0x01D1	0x00FD      	MOVWF      R13
L_Delay_50us2:
0x01D2	0x0BFD      	DECFSZ     R13, 1
0x01D3	0x29D2      	GOTO       L_Delay_50us2
;__Lib_Delays.c,21 :: 		}
0x01D4	0x0008      	RETURN
; end of _Delay_50us
_RES032:
;__Lib_MathDouble.c,123 :: 		
;__Lib_MathDouble.c,128 :: 		
0x01D5	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,129 :: 		
0x01D6	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,130 :: 		
0x01D7	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,131 :: 		
0x01D8	0x01F8      	CLRF       R8
;__Lib_MathDouble.c,132 :: 		
0x01D9	0x01F3      	CLRF       R3
;__Lib_MathDouble.c,133 :: 		
0x01DA	0x3000      	MOVLW      0
;__Lib_MathDouble.c,135 :: 		
L_end_RES032:
0x01DB	0x0008      	RETURN
; end of _RES032
_Delay_Cyc:
;__Lib_Delays.c,65 :: 		void Delay_Cyc(char cycles_div_by_10)  { // Cycles_div_by_10: min 3, max 255
;__Lib_Delays.c,67 :: 		--cycles_div_by_10;
0x01DC	0x1283      	BCF        STATUS, 5
0x01DD	0x1703      	BSF        STATUS, 6
0x01DE	0x03B5      	DECF       FARG_Delay_Cyc_cycles_div_by_10, 1
;__Lib_Delays.c,68 :: 		--cycles_div_by_10;
0x01DF	0x03B5      	DECF       FARG_Delay_Cyc_cycles_div_by_10, 1
;__Lib_Delays.c,69 :: 		while (cycles_div_by_10 > 0) {
L_Delay_Cyc13:
0x01E0	0x0835      	MOVF       FARG_Delay_Cyc_cycles_div_by_10, 0
0x01E1	0x3C00      	SUBLW      0
0x01E2	0x1803      	BTFSC      STATUS, 0
0x01E3	0x29E9      	GOTO       L_Delay_Cyc14
;__Lib_Delays.c,70 :: 		--cycles_div_by_10;
0x01E4	0x03B5      	DECF       FARG_Delay_Cyc_cycles_div_by_10, 1
;__Lib_Delays.c,71 :: 		asm nop;
0x01E5	0x0000      	NOP
;__Lib_Delays.c,72 :: 		asm nop;
0x01E6	0x0000      	NOP
;__Lib_Delays.c,73 :: 		asm nop;
0x01E7	0x0000      	NOP
;__Lib_Delays.c,74 :: 		}
0x01E8	0x29E0      	GOTO       L_Delay_Cyc13
L_Delay_Cyc14:
;__Lib_Delays.c,75 :: 		asm nop;
0x01E9	0x0000      	NOP
;__Lib_Delays.c,76 :: 		asm nop;
0x01EA	0x0000      	NOP
;__Lib_Delays.c,77 :: 		asm nop;
0x01EB	0x0000      	NOP
;__Lib_Delays.c,78 :: 		asm nop;
0x01EC	0x0000      	NOP
;__Lib_Delays.c,79 :: 		asm nop;
0x01ED	0x0000      	NOP
;__Lib_Delays.c,80 :: 		}
0x01EE	0x0008      	RETURN
; end of _Delay_Cyc
_FIXSIGN32:
;__Lib_MathDouble.c,112 :: 		
;__Lib_MathDouble.c,116 :: 		
0x01EF	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,117 :: 		
0x01F0	0x13F2      	BCF        R2, 7
;__Lib_MathDouble.c,118 :: 		
0x01F1	0x3000      	MOVLW      0
;__Lib_MathDouble.c,120 :: 		
L_end_FIXSIGN32:
0x01F2	0x0008      	RETURN
; end of _FIXSIGN32
_Get_Fosc_kHz:
;__Lib_Delays.c,1 :: 		unsigned long Get_Fosc_kHz(){
;__Lib_Delays.c,3 :: 		return Clock_kHz();
0x01F3	0x3040      	MOVLW      64
0x01F4	0x1283      	BCF        STATUS, 5
0x01F5	0x1303      	BCF        STATUS, 6
0x01F6	0x00F0      	MOVWF      R0
0x01F7	0x301F      	MOVLW      31
0x01F8	0x00F1      	MOVWF      R0+1
0x01F9	0x01F2      	CLRF       R0+2
0x01FA	0x01F3      	CLRF       R0+3
;__Lib_Delays.c,5 :: 		}
0x01FB	0x0008      	RETURN
; end of _Get_Fosc_kHz
_Div_16x16_U:
;__Lib_Math.c,215 :: 		
;__Lib_Math.c,222 :: 		
0x01FC	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,223 :: 		
0x01FD	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,224 :: 		
0x01FE	0x01F8      	CLRF       R8
;__Lib_Math.c,225 :: 		
0x01FF	0x01F9      	CLRF       R9
;__Lib_Math.c,226 :: 		
0x0200	0x3010      	MOVLW      16
;__Lib_Math.c,227 :: 		
0x0201	0x00FC      	MOVWF      R12
;__Lib_Math.c,228 :: 		
0x0202	0x0D71      	RLF        R1, 0
;__Lib_Math.c,229 :: 		
0x0203	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,230 :: 		
0x0204	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,231 :: 		
0x0205	0x0874      	MOVF       R4, 0
;__Lib_Math.c,232 :: 		
0x0206	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,233 :: 		
0x0207	0x0875      	MOVF       R5, 0
;__Lib_Math.c,234 :: 		
0x0208	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,235 :: 		
0x0209	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,236 :: 		
0x020A	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,237 :: 		
0x020B	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,238 :: 		
0x020C	0x2A14      	GOTO       $+8
;__Lib_Math.c,239 :: 		
0x020D	0x0874      	MOVF       R4, 0
;__Lib_Math.c,240 :: 		
0x020E	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,241 :: 		
0x020F	0x0875      	MOVF       R5, 0
;__Lib_Math.c,242 :: 		
0x0210	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,243 :: 		
0x0211	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,244 :: 		
0x0212	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,245 :: 		
0x0213	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,246 :: 		
0x0214	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,247 :: 		
0x0215	0x0DF1      	RLF        R1, 1
;__Lib_Math.c,248 :: 		
0x0216	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,249 :: 		
0x0217	0x2A02      	GOTO       $-21
;__Lib_Math.c,251 :: 		
L_end_Div_16x16_U:
0x0218	0x0008      	RETURN
; end of _Div_16x16_U
_SETFUN32:
;__Lib_MathDouble.c,138 :: 		
;__Lib_MathDouble.c,145 :: 		
0x0219	0x157B      	BSF        R11, 2
;__Lib_MathDouble.c,146 :: 		
0x021A	0x1FFB      	BTFSS      R11, 7
;__Lib_MathDouble.c,147 :: 		
0x021B	0x2A23      	GOTO       SETFUN32EEE
;__Lib_MathDouble.c,148 :: 		
0x021C	0x3001      	MOVLW      1
;__Lib_MathDouble.c,149 :: 		
0x021D	0x00F3      	MOVWF      R3
;__Lib_MathDouble.c,150 :: 		
0x021E	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,151 :: 		
0x021F	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,152 :: 		
0x0220	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,153 :: 		
0x0221	0x0DFA      	RLF        R10, 1
;__Lib_MathDouble.c,154 :: 		
0x0222	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,155 :: 		
SETFUN32EEE:
;__Lib_MathDouble.c,156 :: 		
0x0223	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,158 :: 		
L_end_SETFUN32:
0x0224	0x0008      	RETURN
; end of _SETFUN32
_Delay_10us:
;__Lib_Delays.c,11 :: 		void Delay_10us() {
;__Lib_Delays.c,12 :: 		Delay_us(10);
0x0225	0x3006      	MOVLW      6
0x0226	0x1283      	BCF        STATUS, 5
0x0227	0x1303      	BCF        STATUS, 6
0x0228	0x00FD      	MOVWF      R13
L_Delay_10us0:
0x0229	0x0BFD      	DECFSZ     R13, 1
0x022A	0x2A29      	GOTO       L_Delay_10us0
0x022B	0x0000      	NOP
;__Lib_Delays.c,13 :: 		}
0x022C	0x0008      	RETURN
; end of _Delay_10us
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x022D	0x1283      	BCF        STATUS, 5
0x022E	0x1703      	BSF        STATUS, 6
0x022F	0x1BA9      	BTFSC      FARG_Lcd_Cmd_out_char, 7
0x0230	0x2A33      	GOTO       L__Lcd_Cmd21
0x0231	0x1306      	BCF        LCD_D7, BitPos(LCD_D7+0)
0x0232	0x2A34      	GOTO       L__Lcd_Cmd22
L__Lcd_Cmd21:
0x0233	0x1706      	BSF        LCD_D7, BitPos(LCD_D7+0)
L__Lcd_Cmd22:
;__Lib_Lcd.c,21 :: 		
0x0234	0x1B29      	BTFSC      FARG_Lcd_Cmd_out_char, 6
0x0235	0x2A38      	GOTO       L__Lcd_Cmd23
0x0236	0x1286      	BCF        LCD_D6, BitPos(LCD_D6+0)
0x0237	0x2A39      	GOTO       L__Lcd_Cmd24
L__Lcd_Cmd23:
0x0238	0x1686      	BSF        LCD_D6, BitPos(LCD_D6+0)
L__Lcd_Cmd24:
;__Lib_Lcd.c,22 :: 		
0x0239	0x1AA9      	BTFSC      FARG_Lcd_Cmd_out_char, 5
0x023A	0x2A3D      	GOTO       L__Lcd_Cmd25
0x023B	0x1206      	BCF        LCD_D5, BitPos(LCD_D5+0)
0x023C	0x2A3E      	GOTO       L__Lcd_Cmd26
L__Lcd_Cmd25:
0x023D	0x1606      	BSF        LCD_D5, BitPos(LCD_D5+0)
L__Lcd_Cmd26:
;__Lib_Lcd.c,23 :: 		
0x023E	0x1A29      	BTFSC      FARG_Lcd_Cmd_out_char, 4
0x023F	0x2A42      	GOTO       L__Lcd_Cmd27
0x0240	0x1186      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x0241	0x2A43      	GOTO       L__Lcd_Cmd28
L__Lcd_Cmd27:
0x0242	0x1586      	BSF        LCD_D4, BitPos(LCD_D4+0)
L__Lcd_Cmd28:
;__Lib_Lcd.c,25 :: 		
0x0243	0x1816      	BTFSC      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x0244	0x2A47      	GOTO       L__Lcd_Cmd29
0x0245	0x1486      	BSF        LCD_RS, BitPos(LCD_RS+0)
0x0246	0x2A48      	GOTO       L__Lcd_Cmd30
L__Lcd_Cmd29:
0x0247	0x1086      	BCF        LCD_RS, BitPos(LCD_RS+0)
L__Lcd_Cmd30:
;__Lib_Lcd.c,28 :: 		
0x0248	0x1506      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,29 :: 		
0x0249	0x21BE      	CALL       _Delay_1us
;__Lib_Lcd.c,30 :: 		
0x024A	0x1106      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,33 :: 		
0x024B	0x19A9      	BTFSC      FARG_Lcd_Cmd_out_char, 3
0x024C	0x2A4F      	GOTO       L__Lcd_Cmd31
0x024D	0x1306      	BCF        LCD_D7, BitPos(LCD_D7+0)
0x024E	0x2A50      	GOTO       L__Lcd_Cmd32
L__Lcd_Cmd31:
0x024F	0x1706      	BSF        LCD_D7, BitPos(LCD_D7+0)
L__Lcd_Cmd32:
;__Lib_Lcd.c,34 :: 		
0x0250	0x1929      	BTFSC      FARG_Lcd_Cmd_out_char, 2
0x0251	0x2A54      	GOTO       L__Lcd_Cmd33
0x0252	0x1286      	BCF        LCD_D6, BitPos(LCD_D6+0)
0x0253	0x2A55      	GOTO       L__Lcd_Cmd34
L__Lcd_Cmd33:
0x0254	0x1686      	BSF        LCD_D6, BitPos(LCD_D6+0)
L__Lcd_Cmd34:
;__Lib_Lcd.c,35 :: 		
0x0255	0x18A9      	BTFSC      FARG_Lcd_Cmd_out_char, 1
0x0256	0x2A59      	GOTO       L__Lcd_Cmd35
0x0257	0x1206      	BCF        LCD_D5, BitPos(LCD_D5+0)
0x0258	0x2A5A      	GOTO       L__Lcd_Cmd36
L__Lcd_Cmd35:
0x0259	0x1606      	BSF        LCD_D5, BitPos(LCD_D5+0)
L__Lcd_Cmd36:
;__Lib_Lcd.c,36 :: 		
0x025A	0x1829      	BTFSC      FARG_Lcd_Cmd_out_char, 0
0x025B	0x2A5E      	GOTO       L__Lcd_Cmd37
0x025C	0x1186      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x025D	0x2A5F      	GOTO       L__Lcd_Cmd38
L__Lcd_Cmd37:
0x025E	0x1586      	BSF        LCD_D4, BitPos(LCD_D4+0)
L__Lcd_Cmd38:
;__Lib_Lcd.c,38 :: 		
0x025F	0x1816      	BTFSC      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x0260	0x2A63      	GOTO       L__Lcd_Cmd39
0x0261	0x1486      	BSF        LCD_RS, BitPos(LCD_RS+0)
0x0262	0x2A64      	GOTO       L__Lcd_Cmd40
L__Lcd_Cmd39:
0x0263	0x1086      	BCF        LCD_RS, BitPos(LCD_RS+0)
L__Lcd_Cmd40:
;__Lib_Lcd.c,40 :: 		
0x0264	0x1506      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,41 :: 		
0x0265	0x21BE      	CALL       _Delay_1us
;__Lib_Lcd.c,42 :: 		
0x0266	0x1106      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,44 :: 		
0x0267	0x1C16      	BTFSS      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x0268	0x2A6B      	GOTO       L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x0269	0x21C1      	CALL       _Delay_5500us
0x026A	0x2A6C      	GOTO       L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x026B	0x21CE      	CALL       _Delay_50us
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x026C	0x0008      	RETURN
; end of _Lcd_Cmd
_NRM4032:
;__Lib_MathDouble.c,245 :: 		
;__Lib_MathDouble.c,252 :: 		
;__Lib_MathDouble.c,254 :: 		
0x026D	0x187C      	BTFSC      R12, 0
;__Lib_MathDouble.c,255 :: 		
0x026E	0x2AA3      	GOTO       NRMRND4032
;__Lib_MathDouble.c,256 :: 		
0x026F	0x18FC      	BTFSC      R12, 1
;__Lib_MathDouble.c,257 :: 		
0x0270	0x2A74      	GOTO       NRM4032
;__Lib_MathDouble.c,258 :: 		
